Yearly Compensation,Gender: Men1Women0,Number of Programming languages,Number of IDES,Number of Hosted Notebooks,Number of Data Visualization Libraries,Number of Machine Learning Frameworks,Number of Daily data activities,Country: Australia,Country: Brazil,Country: Canada,Country: China,Country: France,Country: Germany,Country: India,Country: Italy,Country: Japan,Country: Nigeria,Country: Other,Country: Russia,Country: Spain,Country: Turkey,Country: United Kingdom,Country: United States,University Degree,Education: Bachelor,Education: Doctoral,Education: High school,Education: Master,Education: Professional,Education: Some college,Job Title: Business Analyst,Job Title: Data Analyst,Job Title: Data Engineer/DBA,Job Title: Data Scientist,Job Title: Machine Learning Engineer,Job Title: Manager/C-level,Job Title: Other,Job Title: Product/Project Manager,Job Title: Research Scientist/Statistician,Job Title: Software Engineer,Machine Learning Status in Company: Do not use ML / Do not know,Machine Learning Status in Company: Exploring ML,Machine Learning Status in Company: Recently started using ML,Machine Learning Status in Company: Use ML for generating insights,Machine Learning Status in Company: Well established ML,Number of Primary Tool to Analyze Data,Profile: Beginners,Profile: Coders,Profile: ML Veterans,Profile: Modern DS,Profile: Others,Age,Tenure: Years Writing Code,Tenure: Years Using Machine Learning Methods,Years Writing Code Profile,Years Using ML Profile,Yearly Compensation Numeric,Survey Year
100-125k,1,3,1,2,2,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,57,7.5,5,6.5,6.5,112.5,2018
50-60k,1,4,3,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,23,2,0.5,1.5,0.5,55,2018
0-10k,1,1,6,2,1,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,23,0.5,0.5,0.5,0.5,5,2018
200-250k,1,4,6,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,57,10,5,10,10,225,2018
200-250k,1,3,2,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,64.5,10,5,10,10,225,2018
125-150k,1,2,2,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,32,2,2,1.5,1.5,137.5,2018
100-125k,1,3,7,1,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,32,4,2,6.5,2.5,112.5,2018
20-30k,1,6,6,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,27,2,0,1.5,0,25,2018
40-50k,1,5,8,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,27,4,2,6.5,1.5,45,2018
80-90k,1,1,3,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,23,4,2,6.5,1.5,85,2018
125-150k,0,4,8,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,37,7.5,4,6.5,6.5,137.5,2018
60-70k,1,4,6,1,5,12,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,23,4,4,6.5,6.5,65,2018
50-60k,1,3,9,3,2,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,23,4,2,6.5,1.5,55,2018
50-60k,1,4,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,27,2,0.5,1.5,0.5,55,2018
10-20k,0,3,5,2,6,10,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,32,4,4,6.5,6.5,15,2018
80-90k,1,7,5,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,32,4,4,6.5,6.5,85,2018
125-150k,0,2,5,1,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,27,4,2,6.5,2.5,137.5,2018
80-90k,1,4,5,3,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,27,4,0.5,6.5,0.5,85,2018
50-60k,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,37,0.5,0,0.5,0,55,2018
10-20k,0,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,32,0,0,0,0,15,2018
10-20k,1,3,3,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,42,2,2,1.5,1.5,15,2018
70-80k,1,4,4,1,4,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,42,7.5,2,6.5,1.5,75,2018
30-40k,1,3,7,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,32,0.5,0.5,0.5,0.5,35,2018
50-60k,1,4,6,1,4,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,27,4,2,6.5,2.5,55,2018
50-60k,1,4,7,2,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,23,4,2,6.5,1.5,55,2018
0-10k,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,27,4,0.5,6.5,0.5,5,2018
50-60k,1,5,4,1,5,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,32,4,2,6.5,1.5,55,2018
50-60k,1,2,5,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,27,7.5,5,6.5,6.5,55,2018
60-70k,1,1,1,1,2,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27,4,2,6.5,1.5,65,2018
60-70k,1,3,3,1,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,32,4,0.5,6.5,0.5,65,2018
80-90k,0,1,4,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,42,10,5,10,10,85,2018
70-80k,1,7,6,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,27,0.5,0,0.5,0,75,2018
30-40k,1,3,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,42,4,2,6.5,2.5,35,2018
80-90k,1,2,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,64.5,10,4,10,6.5,85,2018
40-50k,1,2,5,1,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,27,2,2,1.5,1.5,45,2018
10-20k,1,1,3,1,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,27,4,2,6.5,1.5,15,2018
10-20k,1,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,32,4,2,6.5,2.5,15,2018
0-10k,0,3,4,2,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,42,10,5,10,10,5,2018
70-80k,1,3,8,1,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,47,4,4,6.5,6.5,75,2018
20-30k,0,1,4,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,27,2,0.5,1.5,0.5,25,2018
100-125k,0,3,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,27,0.5,0,0.5,0,112.5,2018
10-20k,0,3,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,23,2,0.5,1.5,0.5,15,2018
0-10k,1,5,10,3,5,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,27,2,4,1.5,6.5,5,2018
20-30k,1,3,5,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,27,2,2,1.5,1.5,25,2018
30-40k,1,5,7,5,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,32,4,2,6.5,1.5,35,2018
30-40k,1,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,42,7.5,5,6.5,10,35,2018
0-10k,1,3,10,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,27,2,2,1.5,2.5,5,2018
50-60k,0,3,4,3,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,27,7.5,2,6.5,1.5,55,2018
10-20k,1,6,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,47,2,0,1.5,0,15,2018
60-70k,1,2,8,1,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,23,4,2,6.5,2.5,65,2018
20-30k,1,4,6,2,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,32,4,2,6.5,1.5,25,2018
30-40k,1,3,4,1,4,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,47,4,2,6.5,2.5,35,2018
0-10k,0,4,5,1,6,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,27,0.5,0.5,0.5,0.5,5,2018
40-50k,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,37,7.5,4,6.5,6.5,45,2018
70-80k,1,5,4,1,2,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,32,7.5,0.5,6.5,0.5,75,2018
80-90k,1,1,2,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27,4,2,6.5,2.5,85,2018
40-50k,0,5,6,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,23,0.5,0.5,0.5,0.5,45,2018
300-500k,1,6,7,1,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,42,10,5,10,10,400,2018
60-70k,1,3,3,1,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,42,10,5,10,10,65,2018
60-70k,1,4,3,2,6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,64.5,7.5,2,6.5,1.5,65,2018
10-20k,0,3,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,27,0.5,0.5,0.5,0.5,15,2018
80-90k,1,3,6,1,4,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,32,2,2,1.5,1.5,85,2018
200-250k,1,2,1,1,5,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,37,10,5,10,6.5,225,2018
30-40k,1,2,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,37,10,2,10,2.5,35,2018
125-150k,1,4,2,1,2,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,52,10,5,10,10,137.5,2018
40-50k,1,3,4,2,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,47,2,2,1.5,2.5,45,2018
30-40k,1,1,2,1,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,27,2,2,1.5,1.5,35,2018
60-70k,1,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,27,0.5,2,0.5,1.5,65,2018
125-150k,1,3,5,1,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,47,10,5,10,10,137.5,2018
70-80k,1,4,5,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,52,10,5,10,6.5,75,2018
70-80k,1,3,5,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,23,4,2,6.5,1.5,75,2018
50-60k,1,5,7,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,32,4,2,6.5,1.5,55,2018
80-90k,0,3,3,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,32,7.5,5,6.5,6.5,85,2018
100-125k,1,5,4,3,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27,7.5,5,6.5,6.5,112.5,2018
20-30k,1,3,4,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,27,0.5,0.5,0.5,0.5,25,2018
10-20k,0,3,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,27,0.5,0.5,0.5,0.5,15,2018
20-30k,1,4,7,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,19.5,2,0.5,1.5,0.5,25,2018
50-60k,0,4,3,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,42,4,4,6.5,6.5,55,2018
70-80k,1,3,1,1,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,37,7.5,0.5,6.5,0.5,75,2018
50-60k,1,4,4,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,37,4,0.5,6.5,0.5,55,2018
0-10k,1,2,3,1,4,8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,27,4,5,6.5,6.5,5,2018
20-30k,1,1,5,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,27,2,0.5,1.5,0.5,25,2018
40-50k,1,2,4,1,2,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,32,4,2,6.5,2.5,45,2018
125-150k,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,64.5,10,0,10,0,137.5,2018
100-125k,1,3,5,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,27,4,2,6.5,2.5,112.5,2018
100-125k,1,3,4,1,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,32,10,2,10,1.5,112.5,2018
70-80k,1,3,3,1,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,27,4,4,6.5,6.5,75,2018
50-60k,1,4,4,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,23,0.5,0.5,0.5,0.5,55,2018
300-400k,1,7,6,1,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,42,0.5,2,0.5,1.5,350,2018
90-100k,1,2,6,2,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,27,4,2,6.5,2.5,95,2018
70-80k,1,3,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,47,4,4,6.5,6.5,75,2018
30-40k,1,3,5,1,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,32,4,2,6.5,2.5,35,2018
50-60k,1,2,7,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,37,2,2,1.5,1.5,55,2018
0-10k,1,9,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,23,2,2,1.5,2.5,5,2018
30-40k,1,2,3,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,23,2,4,1.5,6.5,35,2018
40-50k,1,4,1,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,42,0.5,0.5,0.5,0.5,45,2018
0-10k,1,2,3,1,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,23,0.5,0.5,0.5,0.5,5,2018
100-125k,1,3,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,42,4,4,6.5,6.5,112.5,2018
20-30k,1,1,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,27,0.5,0.5,0.5,0.5,25,2018
10-20k,1,1,3,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,27,0.5,0,0.5,0,15,2018
0-10k,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,23,0.5,0,0.5,0,5,2018
20-30k,0,2,6,1,2,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,32,7.5,5,6.5,6.5,25,2018
0-10k,1,2,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,27,2,2,1.5,1.5,5,2018
0-10k,1,4,1,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,32,4,2,6.5,1.5,5,2018
100-125k,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,52,2,2,1.5,1.5,112.5,2018
